N,Site,State,Nest,Tree,DBH,Stage,Ht
574,COA,2,TC,PSME,152,2,61
575,COA,2,TC,PSME,112,2,35
576,COA,2,PL,PSME,138,1,37
577,COA,2,TC,PSME,122,2,40
578,COA,2,TC,PSME,178,2,55
579,COA,2,TC,PSME,191,2,60
580,COA,2,SC,PSME,130,2,40
581,COA,2,TC,PSME,167,2,42
582,COA,2,TC,PSME,140,2,23
583,COA,2,TC,PSME,132,2,19
584,COA,2,TC,PSME,130,2,29
585,COA,2,TC,PSME,108,2,26
586,COA,2,PL,PSME,127,1,47
587,COA,2,SC,PSME,83,2,39
588,COA,2,SC,PSME,61,2,25
589,COA,2,TC,PSME,135,2,46
590,COA,2,TC,PSME,152,2,40
591,COA,2,TC,PSME,95,2,28
592,COA,2,TC,PSME,122,2,34
593,COA,2,SC,PSME,164,2,70
594,COA,2,TC,PSME,157,2,45
595,COA,2,TC,PSME,147,2,58
596,COA,2,TC,PSME,190,2,48
597,COA,2,TC,PSME,137,2,49
598,COA,2,TC,PSME,120,2,47
599,COA,2,TC,PSME,159,2,49
600,COA,2,SC,PSME,155,2,46
601,COA,2,TC,PSME,123,2,39
602,COA,2,PL,PSME,83,1,43
603,COA,2,TC,PSME,177,2,49
604,COA,2,TC,PSME,102,6,14
605,COA,2,TC,PSME,94,2,29
606,COA,2,TC,PSME,97,2,20
607,COA,2,TC,PSME,89,2,33
608,COA,2,TC,PSME,141,2,21
609,COA,2,TC,PSME,137,2,35
610,COA,2,TC,PSME,164,2,45
611,COA,2,TC,PSME,137,2,39
612,COA,2,PL,PSME,87,1,48
613,COA,2,TC,PSME,115,2,26
614,COA,2,TC,PSME,130,2,48
615,COA,2,PL,PSME,166,1,48
616,COA,2,TC,PSME,152,2,34
617,COA,2,SC,PSME,198,2,54
618,COA,2,TC,PSME,219,2,38
619,COA,2,TC,PSME,79,2,22
620,COA,2,TC,PSME,126,2,34
621,COA,2,TC,PSME,180,2,45
622,COA,2,TC,PSME,181,2,48
623,COA,2,TC,PSME,153,2,44
624,COA,2,TC,PSME,180,2,53
625,COA,2,TC,PSME,114,6,15
626,COA,2,TC,PSME,155,2,57
627,COA,2,TC,PSME,126,2,52
628,COA,2,PL,PSME,80,2,36
629,COA,2,TC,PSME,107,2,35
630,COA,2,TC,PSME,97,3,20
631,COA,2,TC,PSME,117,2,42
632,COA,2,TC,PSME,190,2,56
633,COA,2,SC,PSME,124,1,43
634,COA,2,TC,PSME,134,2,54
635,COA,2,TC,PSME,113,2,37
636,COA,2,TC,PSME,139,2,38
637,COA,2,TC,PSME,136,2,32
638,COA,2,TC,PSME,120,2,55
639,COA,2,TC,PSME,101,2,37
640,COA,2,TC,PSME,141,2,25
641,COA,2,TC,PSME,145,2,30
642,COA,2,TC,PSME,148,2,46
643,COA,2,TC,PSME,107,2,35
644,COA,2,TC,PSME,137,2,22
645,COA,2,TC,PSME,173,2,40
646,COA,2,TC,PSME,108,2,49
647,COA,2,TC,PSME,185,2,59
648,COA,2,SC,PSME,203,2,69
649,COA,2,TC,PSME,158,2,54
650,COA,2,TC,PSME,161,2,50
651,COA,2,TC,PSME,156,2,46
652,COA,2,TC,PSME,194,2,48
653,COA,2,PL,PSME,175,1,66
654,COA,2,SC,PSME,152,2,48
655,COA,2,TC,PSME,142,2,28
656,COA,2,TC,PSME,183,2,47
657,COA,2,TC,PSME,145,2,33
658,COA,2,TC,PSME,201,6,23
659,COA,2,TC,PSME,197,2,53
660,COA,2,PL,PSME,111,1,47
661,COA,2,TC,PSME,168,2,53
662,COA,2,TC,PSME,114,2,31
663,COA,2,TC,PSME,142,2,40
664,COA,2,TC,PSME,149,2,50
665,COA,2,SC,PSME,142,1,59
666,COA,2,PL,PSME,68,1,45
667,COA,2,PL,PSME,85,1,44
668,COA,2,TC,PSME,127,2,38
669,COA,2,TC,PSME,143,2,44
670,COA,2,TC,UNKN,132,6,14
671,COA,2,TC,PSME,170,2,54
672,COA,2,TC,PSME,165,2,36
673,COA,2,TC,PSME,86,2,16
674,COA,2,TC,PSME,119,2,27
675,COA,2,TC,PSME,109,2,21
676,COA,2,TC,PSME,97,2,46
677,COA,2,TC,PSME,101,2,41
678,COA,2,TC,PSME,120,2,49
679,COA,2,TC,PSME,235,2,58
680,COA,2,SC,THPL,168,6,22
681,COA,2,SC,THPL,273,6,37
682,COA,2,SC,PSME,217,7,35
683,COA,2,SC,THPL,222,2,50
684,COA,2,SC,THPL,286,2,46
685,COA,2,TC,PSME,136,7,8
686,COA,2,SC,THPL,179,2,48
687,COA,2,SC,THPL,213,2,49
688,COA,2,TC,PSME,144,7,18
689,COA,2,SC,ACMA,124,1,30
690,COA,2,SC,THPL,83,6,30
691,COA,2,SC,THPL,183,5,38
692,COA,2,SC,THPL,156,5,49
693,COA,2,PL,PSME,186,2,58
694,COA,2,TC,PSME,115,2,42
695,COA,2,TC,PSME,163,2,47
696,COA,2,SC,PSME,155,7,13
697,COA,2,TC,PSME,148,4,18
698,COA,2,TC,PSME,149,6,25
699,COA,2,TC,PSME,215,7,18
700,COA,2,SC,THPL,233,2,49
701,COA,2,TC,THPL,205,2,50
702,COA,2,SC,THPL,79,5,26
703,COA,2,TC,THPL,126,2,25
704,COA,2,TC,PSME,225,2,48
705,COA,2,TC,PSME,113,2,47
706,COA,2,TC,PSME,214,6,24
707,COA,2,TC,PSME,209,2,56
708,COA,2,TC,PSME,225,2,64
709,COA,2,TC,PSME,200,2,55
710,COA,2,TC,PSME,212,2,48
711,COA,2,TC,PSME,206,2,59
712,COA,2,SC,TSHE,75,3,32
713,COA,2,TC,PSME,143,2,53
714,COA,2,TC,PSME,238,2,49
715,COA,2,TC,PSME,235,2,58
716,COA,2,PL,PSME,151,2,37
717,COA,2,TC,PSME,173,2,47
718,COA,2,PL,PISI,120,1,52
719,COA,2,PL,PISI,139,1,64
720,COA,2,SC,THPL,145,2,35
721,COA,2,TC,PSME,194,2,58
722,COA,2,TC,PSME,179,2,45
723,COA,2,PL,PSME,90,1,52
724,COA,2,TC,PSME,211,2,63
725,COA,2,TC,PSME,161,2,65
726,COA,2,TC,PSME,167,2,53
727,COA,2,SC,PSME,162,6,27
728,COA,2,SC,TSHE,126,1,54
729,COA,2,TC,PSME,214,2,61
730,COA,2,TC,PSME,106,5,20
731,COA,2,TC,PSME,136,2,56
732,COA,2,TC,THPL,151,7,13
733,COA,2,TC,PSME,170,2,61
734,COA,2,SC,PSME,176,2,40
735,COA,2,TC,PSME,124,2,46
736,COA,2,SC,THPL,108,6,28
737,COA,2,SC,THPL,136,5,39
738,COA,2,TC,PSME,138,2,64
739,COA,2,TC,PSME,171,2,64
740,COA,2,TC,PSME,141,2,53
741,COA,2,SC,PSME,148,5,50
742,COA,2,SC,THPL,129,5,42
743,COA,2,SC,THPL,127,2,45
744,COA,2,TC,PSME,156,2,50
745,COA,2,TC,PSME,164,2,54
746,COA,2,TC,PSME,248,2,54
747,COA,2,TC,PSME,161,2,42
748,COA,2,TC,PSME,152,7,11
749,COA,2,SC,PSME,186,2,60
750,COA,2,TC,PSME,140,2,56
751,COA,2,TC,PSME,137,6,19
752,COA,2,TC,PSME,172,2,47
753,COA,2,TC,PSME,179,2,76
754,COA,2,TC,PSME,194,2,60
755,COA,2,TC,PSME,206,2,27
756,COA,2,SC,PSME,183,2,53
757,COA,2,TC,PSME,172,2,45
758,COA,2,PL,THPL,135,1,49
759,COA,2,TC,TSHE,95,2,36
760,COA,2,TC,PSME,130,2,57
761,COA,2,TC,PSME,154,2,49
762,COA,2,SC,PSME,161,1,55
763,COA,2,TC,PSME,233,2,63
764,COA,2,SC,THPL,199,2,37
765,COA,2,TC,PSME,152,2,54
766,COA,2,TC,PSME,146,2,53
767,COA,2,SC,PSME,196,2,48
768,COA,2,TC,PSME,135,2,44
769,COA,2,TC,PSME,56,2,19
770,COA,2,TC,PSME,75,2,37
771,COA,2,TC,PSME,145,2,50
772,COA,2,TC,PSME,212,2,63
773,COA,2,SC,PSME,166,1,56
774,COA,2,SC,PSME,141,6,34
775,COA,2,TC,PSME,172,2,58
776,COA,2,SC,PSME,169,2,49
777,COA,2,SC,PSME,201,2,46
778,COA,2,SC,ACMA,110,2,32
779,COA,2,TC,PSME,179,2,60
780,COA,2,SC,THPL,138,2,43
781,COA,2,TC,PSME,102,2,22
782,COA,2,TC,PSME,169,2,45
783,COA,2,SC,PSME,167,2,45
784,COA,2,SC,PSME,74,2,27
785,COA,2,TC,PSME,116,4,16
786,COA,2,SC,PSME,154,2,38
787,KLA,2,SC,PSME,152,1,18
788,KLA,2,SC,PSME,142,1,18
789,KLA,2,SC,ARME,61,1,21
790,KLA,2,TC,PSME,107,1,22
791,KLA,2,SC,QUKE,58,1,23
792,KLA,2,TC,QUKE,91,1,23
793,KLA,2,PL,PSME,76,1,23
794,KLA,2,PL,PSME,73,1,23
795,KLA,2,PL,PSME,51,1,24
796,KLA,2,PL,PSME,107,1,24
797,KLA,2,TC,PSME,130,1,25
798,KLA,2,PL,PSME,72,1,25
799,KLA,2,TC,PSME,157,1,25
800,KLA,2,TC,PSME,146,1,26
801,KLA,2,TC,PSME,122,1,26
802,KLA,2,SC,PSME,122,1,26
803,KLA,2,TC,PSME,173,1,26
804,KLA,2,PL,ARME,90,1,26
805,KLA,2,PL,PSME,41,1,27
806,KLA,2,TC,PSME,109,1,27
807,KLA,2,PL,PSME,57,1,27
808,KLA,2,PL,CADE,69,1,28
809,KLA,2,TC,PSME,100,1,29
810,KLA,2,SC,PSME,137,1,29
811,KLA,2,PL,PSME,41,1,29
812,KLA,2,TC,PSME,165,1,30
813,KLA,2,PL,PSME,95,1,30
814,KLA,2,TC,PSME,162,1,30
815,KLA,2,PL,PSME,86,1,30
816,KLA,2,SC,PSME,99,1,30
817,KLA,2,SC,PSME,135,1,30
818,KLA,2,TC,PSME,130,1,30
819,KLA,2,TC,PSME,132,1,30
820,KLA,2,SC,PSME,112,1,30
821,KLA,2,SC,PSME,147,1,30
822,KLA,2,PL,PSME,74,1,30
823,KLA,2,PL,CADE,13,1,31
824,KLA,2,PL,CADE,92,1,31
825,KLA,2,PL,PSME,89,1,31
826,KLA,2,SC,PSME,84,1,31
827,KLA,2,TC,PSME,87,1,31
828,KLA,2,PL,CADE,124,1,32
829,KLA,2,TC,PSME,129,1,32
830,KLA,2,SC,PSME,122,1,32
831,KLA,2,PL,PSME,79,1,33
832,KLA,2,PL,PSME,107,1,34
833,KLA,2,TC,PSME,122,1,34
834,KLA,2,TC,PSME,112,1,34
835,KLA,2,TC,PSME,157,1,34
836,KLA,2,TC,PSME,145,1,34
837,KLA,2,PL,PSME,152,1,34
838,KLA,2,SC,PSME,109,1,34
839,KLA,2,PL,PSME,128,1,34
840,KLA,2,PL,PSME,86,1,35
841,KLA,2,TC,PSME,116,1,35
842,KLA,2,PL,PSME,97,1,36
843,KLA,2,PL,PSME,65,1,36
844,KLA,2,PL,PSME,89,1,36
845,KLA,2,PL,PSME,89,1,36
846,KLA,2,PL,PSME,97,1,36
847,KLA,2,PL,PSME,81,1,36
848,KLA,2,PL,PSME,100,1,36
849,KLA,2,PL,PSME,119,1,37
850,KLA,2,TC,PILA,175,1,37
851,KLA,2,PL,PSME,140,1,37
852,KLA,2,PL,PIPO,62,1,37
853,KLA,2,TC,PSME,103,1,37
854,KLA,2,PL,PSME,91,1,37
855,KLA,2,TC,PSME,114,1,37
856,KLA,2,PL,PSME,117,1,37
857,KLA,2,PL,CADE,114,1,37
858,KLA,2,TC,PSME,132,1,37
859,KLA,2,PL,PSME,74,1,37
860,KLA,2,PL,PSME,99,1,37
861,KLA,2,TC,PSME,191,1,37
862,KLA,2,TC,PSME,138,1,38
863,KLA,2,TC,PSME,122,1,38
864,KLA,2,TC,PSME,114,1,39
865,KLA,2,PL,PSME,86,1,39
866,KLA,2,PL,PSME,65,1,40
867,KLA,2,PL,PSME,106,1,40
868,KLA,2,PL,PSME,81,1,40
869,KLA,2,PL,PSME,87,1,40
870,KLA,2,PL,PSME,109,1,40
871,KLA,2,PL,PSME,100,1,40
872,KLA,2,TC,PSME,124,1,40
873,KLA,2,TC,PSME,122,1,40
874,KLA,2,PL,PSME,79,1,40
875,KLA,2,TC,PSME,165,1,40
876,KLA,2,TC,PSME,90,1,40
877,KLA,2,TC,PSME,119,1,40
878,KLA,2,SC,PSME,94,1,40
879,KLA,2,PL,PSME,103,1,40
880,KLA,2,TC,PSME,154,1,41
881,KLA,2,PL,PSME,117,1,41
882,KLA,2,PL,PSME,127,1,41
883,KLA,2,PL,PSME,140,1,41
884,KLA,2,PL,PSME,107,1,42
885,KLA,2,PL,PSME,104,1,42
886,KLA,2,PL,PSME,94,1,42
887,KLA,2,PL,PSME,109,1,42
888,KLA,2,TC,PSME,102,1,43
889,KLA,2,TC,PSME,137,1,43
890,KLA,2,PL,PSME,76,1,43
891,KLA,2,SC,PSME,132,1,43
892,KLA,2,PL,PSME,102,1,43
893,KLA,2,TC,PSME,152,1,43
894,KLA,2,PL,PSME,117,1,43
895,KLA,2,TC,PSME,116,1,43
896,KLA,2,PL,PSME,93,1,44
897,KLA,2,TC,PSME,99,1,44
898,KLA,2,PL,PSME,130,1,44
899,KLA,2,PL,PSME,124,1,44
900,KLA,2,PL,PSME,84,1,44
901,KLA,2,PL,PSME,137,1,44
902,KLA,2,SC,PSME,54,1,44
903,KLA,2,TC,PSME,141,1,44
904,KLA,2,PL,PSME,117,1,45
905,KLA,2,PL,PSME,98,1,45
906,KLA,2,TC,PSME,130,1,46
907,KLA,2,PL,PSME,104,1,46
908,KLA,2,PL,PSME,117,1,46
909,KLA,2,PL,PIPO,103,1,46
910,KLA,2,PL,PSME,114,1,46
911,KLA,2,PL,PSME,135,1,46
912,KLA,2,PL,PSME,122,1,46
913,KLA,2,PL,PSME,152,1,46
914,KLA,2,TC,PSME,132,1,46
915,KLA,2,PL,PSME,155,1,46
916,KLA,2,PL,PSME,147,1,46
917,KLA,2,PL,PSME,127,1,46
918,KLA,2,PL,PSME,132,1,46
919,KLA,2,PL,PSME,109,1,46
920,KLA,2,PL,PSME,104,1,47
921,KLA,2,PL,PSME,104,1,47
922,KLA,2,PL,PSME,13,1,47
923,KLA,2,TC,PSME,109,1,47
924,KLA,2,SC,PSME,145,1,48
925,KLA,2,PL,PSME,100,1,49
926,KLA,2,TC,PSME,137,1,49
927,KLA,2,PL,PSME,114,1,49
928,KLA,2,PL,PSME,155,1,49
929,KLA,2,PL,PSME,150,1,49
930,KLA,2,SC,PSME,127,1,49
931,KLA,2,SC,PSME,117,1,49
932,KLA,2,PL,PSME,117,1,50
933,KLA,2,PL,PSME,124,1,50
934,KLA,2,PL,PSME,93,1,50
935,KLA,2,PL,CADE,173,1,51
936,KLA,2,PL,PSME,157,1,51
937,KLA,2,PL,PSME,165,1,52
938,KLA,2,PL,PSME,114,1,52
939,KLA,2,SC,PSME,141,1,52
940,KLA,2,PL,PSME,137,1,52
941,KLA,2,PL,PSME,122,1,53
942,KLA,2,PL,PSME,124,1,53
943,KLA,2,PL,PSME,142,1,53
944,KLA,2,PL,PSME,132,1,54
945,KLA,2,PL,PSME,170,1,55
946,KLA,2,PL,PSME,137,1,55
947,KLA,2,PL,PSME,127,1,55
948,KLA,2,PL,PSME,132,1,55
949,KLA,2,PL,PSME,122,1,55
950,KLA,2,PL,PSME,169,1,56
951,KLA,2,PL,PSME,97,1,56
952,KLA,2,TC,PSME,226,1,58
953,KLA,2,SC,PSME,145,1,60
954,KLA,2,PL,PSME,127,1,61
955,KLA,2,PL,PSME,144,1,61
956,KLA,2,PL,PSME,139,1,61
957,KLA,2,PL,PSME,126,1,62
958,KLA,2,PL,PSME,135,1,65
959,KLA,2,PL,PSME,140,1,65
960,KLA,2,TC,PSME,135,2,16
961,KLA,2,TC,PSME,69,2,19
962,KLA,2,TC,PSME,76,2,19
963,KLA,2,TC,PSME,74,2,20
964,KLA,2,SC,PSME,94,2,21
965,KLA,2,TC,PSME,180,2,21
966,KLA,2,TC,PSME,105,2,22
967,KLA,2,TC,PSME,15,2,23
968,KLA,2,TC,PSME,114,2,23
969,KLA,2,TC,PSME,84,2,24
970,KLA,2,TC,PSME,113,2,24
971,KLA,2,SC,PSME,98,2,24
972,KLA,2,TC,PSME,122,2,25
973,KLA,2,TC,PSME,124,2,25
974,KLA,2,TC,PSME,160,2,25
975,KLA,2,TC,PSME,120,2,26
976,KLA,2,TC,PSME,112,2,26
977,KLA,2,TC,PSME,94,2,27
978,KLA,2,TC,PSME,76,2,27
979,KLA,2,TC,PSME,93,2,28
980,KLA,2,TC,PSME,94,2,28
981,KLA,2,TC,PSME,91,2,29
982,KLA,2,SC,PSME,127,2,29
983,KLA,2,TC,PSME,100,2,29
984,KLA,2,TC,PSME,147,2,29
985,KLA,2,SC,PSME,147,2,29
986,KLA,2,TC,PSME,112,2,29
987,KLA,2,TC,PSME,117,2,30
988,KLA,2,PL,PSME,53,2,30
989,KLA,2,TC,PSME,109,2,30
990,KLA,2,TC,PSME,127,2,30
991,KLA,2,TC,PSME,100,2,30
992,KLA,2,TC,PSME,135,2,30
993,KLA,2,TC,PSME,89,2,31
994,KLA,2,TC,PSME,97,2,31
995,KLA,2,TC,PSME,119,2,31
996,KLA,2,TC,PSME,93,2,31
997,KLA,2,PL,PSME,110,2,31
998,KLA,2,TC,PSME,107,2,31
999,KLA,2,PL,PSME,142,2,31
1000,KLA,2,TC,PSME,117,2,32
1001,KLA,2,TC,ABGR,62,2,32
1002,KLA,2,TC,PSME,170,2,32
1003,KLA,2,TC,PSME,122,2,32
1004,KLA,2,TC,PSME,130,2,32
1005,KLA,2,TC,PSME,136,2,32
1006,KLA,2,TC,PSME,130,2,32
1007,KLA,2,PL,PSME,132,2,32
1008,KLA,2,TC,PSME,121,2,32
1009,KLA,2,TC,PSME,89,2,32
1010,KLA,2,TC,PSME,102,2,32
1011,KLA,2,TC,PSME,91,2,33
1012,KLA,2,TC,PSME,100,2,33
1013,KLA,2,TC,PSME,122,2,33
1014,KLA,2,TC,PSME,79,2,33
1015,KLA,2,TC,PSME,124,2,33
1016,KLA,2,TC,PSME,142,2,34
1017,KLA,2,TC,PSME,152,2,34
1018,KLA,2,TC,PSME,76,2,34
1019,KLA,2,TC,PSME,71,2,34
1020,KLA,2,TC,PSME,130,2,34
1021,KLA,2,TC,PSME,104,2,34
1022,KLA,2,TC,PSME,124,2,34
1023,KLA,2,TC,PSME,137,2,34
1024,KLA,2,TC,PSME,102,2,34
1025,KLA,2,SC,PSME,104,2,34
1026,KLA,2,TC,PSME,140,2,34
1027,KLA,2,TC,PSME,117,2,35
1028,KLA,2,TC,PSME,114,2,35
1029,KLA,2,TC,PSME,139,2,35
1030,KLA,2,TC,PSME,114,2,35
1031,KLA,2,TC,PSME,117,2,35
1032,KLA,2,TC,PSME,132,2,35
1033,KLA,2,TC,PSME,102,2,35
1034,KLA,2,TC,PSME,130,2,36
1035,KLA,2,TC,PSME,119,2,36
1036,KLA,2,TC,PSME,122,2,36
1037,KLA,2,TC,PSME,124,2,36
1038,KLA,2,PL,PSME,94,2,36
1039,KLA,2,TC,PSME,98,2,36
1040,KLA,2,TC,PSME,117,2,36
1041,KLA,2,TC,PSME,117,2,36
1042,KLA,2,TC,PSME,109,2,37
1043,KLA,2,TC,PSME,150,2,37
1044,KLA,2,TC,PSME,179,2,37
1045,KLA,2,TC,PSME,173,2,37
1046,KLA,2,PL,PSME,179,2,37
1047,KLA,2,TC,PSME,131,2,37
1048,KLA,2,TC,PIJE,104,2,37
1049,KLA,2,TC,PSME,100,2,38
1050,KLA,2,TC,PSME,129,2,38
1051,KLA,2,TC,PSME,158,2,38
1052,KLA,2,TC,PSME,119,2,38
1053,KLA,2,TC,PSME,84,2,38
1054,KLA,2,TC,PSME,117,2,38
1055,KLA,2,SC,PSME,174,2,38
1056,KLA,2,TC,PSME,165,2,38
1057,KLA,2,TC,PSME,124,2,39
1058,KLA,2,TC,PSME,117,2,39
1059,KLA,2,TC,PSME,160,2,39
1060,KLA,2,TC,PSME,109,2,39
1061,KLA,2,TC,PSME,136,2,39
1062,KLA,2,TC,PSME,137,2,39
1063,KLA,2,TC,PSME,145,2,39
1064,KLA,2,TC,PSME,94,2,39
1065,KLA,2,TC,PSME,165,2,39
1066,KLA,2,TC,PSME,112,2,40
1067,KLA,2,SC,PSME,115,2,40
1068,KLA,2,TC,PSME,144,2,40
1069,KLA,2,TC,PSME,109,2,40
1070,KLA,2,TC,PSME,119,2,40
1071,KLA,2,PL,PSME,123,2,40
1072,KLA,2,TC,PSME,170,2,41
1073,KLA,2,TC,PSME,132,2,41
1074,KLA,2,TC,PSME,150,2,41
1075,KLA,2,TC,PSME,119,2,41
1076,KLA,2,TC,PSME,155,2,41
1077,KLA,2,TC,PSME,170,2,41
1078,KLA,2,TC,PSME,79,2,41
1079,KLA,2,TC,PSME,114,2,41
1080,KLA,2,TC,PSME,142,2,41
1081,KLA,2,TC,PSME,145,2,41
1082,KLA,2,TC,PSME,135,2,42
1083,KLA,2,PL,PSME,133,2,42
1084,KLA,2,TC,PSME,135,2,43
1085,KLA,2,TC,PSME,113,2,43
1086,KLA,2,TC,PSME,150,2,43
1087,KLA,2,TC,PSME,169,2,43
1088,KLA,2,TC,PSME,135,2,43
1089,KLA,2,TC,PSME,64,2,43
1090,KLA,2,TC,PSME,124,2,44
1091,KLA,2,TC,PSME,94,2,44
1092,KLA,2,TC,PSME,130,2,44
1093,KLA,2,TC,PSME,118,2,44
1094,KLA,2,TC,PSME,152,2,44
1095,KLA,2,TC,PSME,160,2,45
1096,KLA,2,TC,PSME,170,2,45
1097,KLA,2,TC,PSME,117,2,45
1098,KLA,2,TC,PSME,154,2,45
1099,KLA,2,TC,PSME,147,2,45
1100,KLA,2,TC,PSME,147,2,46
1101,KLA,2,TC,PSME,146,2,47
1102,KLA,2,TC,PSME,112,2,47
1103,KLA,2,TC,PSME,153,2,48
1104,KLA,2,TC,PSME,130,2,48
1105,KLA,2,TC,PSME,141,2,49
1106,KLA,2,TC,PSME,114,2,49
1107,KLA,2,TC,PSME,24,2,49
1108,KLA,2,SC,PSME,104,2,49
1109,KLA,2,TC,PSME,173,2,49
1110,KLA,2,TC,PSME,132,2,49
1111,KLA,2,TC,PSME,132,2,49
1112,KLA,2,TC,PSME,116,2,50
1113,KLA,2,TC,PSME,140,2,51
1114,KLA,2,TC,PSME,144,2,51
1115,KLA,2,TC,PSME,132,2,52
1116,KLA,2,TC,PSME,163,2,52
1117,KLA,2,TC,PSME,152,2,52
1118,KLA,2,SC,PSME,144,2,52
1119,KLA,2,TC,PSME,150,2,54
1120,KLA,2,SC,PSME,131,2,55
1121,KLA,2,PL,PSME,147,2,55
1122,KLA,2,TC,PSME,151,2,58
1123,KLA,2,TC,PSME,162,2,58
1124,KLA,2,TC,PSME,178,2,60
1125,KLA,2,PL,PSME,200,2,63
1126,KLA,2,TC,PSME,177,2,71
1127,KLA,2,SC,PSME,131,3,13
1128,KLA,2,TC,PILA,55,3,14
1129,KLA,2,TC,PSME,132,3,14
1130,KLA,2,SC,PSME,32,3,15
1131,KLA,2,TC,PSME,113,3,17
1132,KLA,2,TC,PSME,160,3,17
1133,KLA,2,TC,PSME,127,3,18
1134,KLA,2,SC,PSME,91,3,18
1135,KLA,2,TC,PSME,109,3,20
1136,KLA,2,SC,PSME,132,3,23
1137,KLA,2,SC,PSME,134,3,30
1138,KLA,2,SC,PSME,140,3,30
1139,KLA,2,SC,PSME,147,3,41
1140,KLA,2,TC,PSME,132,4,7
1141,KLA,2,SC,PSME,147,4,14
1142,KLA,2,TC,PSME,93,4,18
1143,KLA,2,TC,PSME,130,4,21
1144,KLA,2,TC,PSME,137,4,24
1145,KLA,2,SC,PSME,150,4,26
1146,KLA,2,SC,PSME,112,4,32
1147,KLA,2,SC,PSME,123,4,44
1148,KLA,2,SC,PSME,61,6,9
1149,KLA,2,TC,PSME,99,6,15
1150,KLA,2,SC,PSME,84,6,16
1151,KLA,2,TC,PSME,122,6,22
1152,KLA,2,TC,PSME,114,7,14
1153,TYE,2,TC,PSME,122,2,36
