N,Site,State,Nest,Tree,DBH,Stage,Ht
1154,TYE,2,TC,PSME,107,2,35
1155,TYE,2,TC,PSME,109,2,35
1156,TYE,2,TC,PSME,112,2,35
1157,TYE,2,TC,PSME,117,2,35
1158,TYE,2,TC,PSME,117,2,35
1159,TYE,2,TC,PSME,132,2,35
1160,TYE,2,TC,PSME,137,2,35
1161,TYE,2,TC,PSME,141,2,35
1162,TYE,2,TC,PSME,159,2,35
1163,TYE,2,TC,PSME,168,2,35
1164,TYE,2,TC,PSME,175,2,35
1165,TYE,2,TC,PSME,95,2,36
1166,TYE,2,TC,PSME,155,2,37
1167,TYE,2,TC,PSME,109,2,36
1168,TYE,2,TC,PSME,152,2,34
1169,TYE,2,TC,PSME,137,2,36
1170,TYE,2,TC,PSME,138,2,36
1171,TYE,2,TC,PSME,145,2,36
1172,TYE,2,TC,PSME,145,2,36
1173,TYE,2,TC,PSME,152,2,36
1174,TYE,2,TC,PSME,159,6,36
1175,TYE,2,TC,PSME,165,2,36
1176,TYE,2,TC,PSME,89,2,37
1177,TYE,2,TC,PSME,91,2,37
1178,TYE,2,TC,PSME,94,2,37
1179,TYE,2,TC,PSME,101,2,37
1180,TYE,2,TC,PSME,113,2,37
1181,TYE,2,TC,PSME,127,2,32
1182,TYE,2,TC,TSHE,95,2,36
1183,TYE,2,TC,PSME,162,2,33
1184,TYE,2,TC,PSME,127,2,42
1185,TYE,2,TC,PSME,148,2,32
1186,TYE,2,TC,PSME,175,2,32
1187,TYE,2,TC,PSME,71,2,33
1188,TYE,2,TC,PSME,89,2,33
1189,TYE,2,TC,PSME,102,2,33
1190,TYE,2,TC,PSME,109,2,33
1191,TYE,2,TC,PSME,117,2,33
1192,TYE,2,TC,PSME,118,2,33
1193,TYE,2,TC,PSME,132,2,33
1194,TYE,2,TC,PSME,143,2,33
1195,TYE,2,TC,PSME,145,2,33
1196,TYE,2,TC,PSME,145,2,33
1197,TYE,2,TC,PSME,107,2,35
1198,TYE,2,TC,PSME,142,2,34
1199,TYE,2,TC,PSME,161,2,37
1200,TYE,2,TC,PSME,152,2,34
1201,TYE,2,TC,PSME,150,2,34
1202,TYE,2,TC,PSME,143,2,34
1203,TYE,2,TC,PSME,142,2,34
1204,TYE,2,TC,PSME,147,2,33
1205,TYE,2,TC,PSME,142,2,34
1206,TYE,2,TC,PSME,155,2,33
1207,TYE,2,TC,PSME,130,2,34
1208,TYE,2,TC,PSME,126,2,34
1209,TYE,2,TC,PSME,122,2,34
1210,TYE,2,TC,PSME,106,2,34
1211,TYE,2,TC,PSME,180,2,33
1212,TYE,2,TC,PSME,157,2,34
1213,TYE,2,TC,PSME,142,2,34
1214,TYE,2,TC,PSME,127,2,41
1215,TYE,2,TC,PSME,62,2,6
1216,TYE,2,TC,PSME,122,2,40
1217,TYE,2,TC,PSME,142,2,40
1218,TYE,2,TC,PSME,146,2,40
1219,TYE,2,TC,PSME,152,2,40
1220,TYE,2,TC,PSME,152,2,40
1221,TYE,2,TC,PSME,153,2,40
1222,TYE,2,TC,PSME,163,2,40
1223,TYE,2,TC,PSME,173,2,40
1224,TYE,2,TC,PSME,188,2,40
1225,TYE,2,TC,PSME,76,2,41
1226,TYE,2,TC,PSME,109,2,41
1227,TYE,2,TC,PSME,117,2,37
1228,TYE,2,TC,PSME,122,2,41
1229,TYE,2,TC,PSME,216,2,39
1230,TYE,2,TC,PSME,132,2,41
1231,TYE,2,TC,PSME,133,2,41
1232,TYE,2,TC,PSME,141,2,41
1233,TYE,2,TC,PSME,150,2,41
1234,TYE,2,TC,PSME,152,2,41
1235,TYE,2,TC,PSME,175,2,41
1236,TYE,2,TC,PSME,180,2,41
1237,TYE,2,TC,PSME,99,2,42
1238,TYE,2,TC,PSME,109,2,42
1239,TYE,2,TC,PSME,110,2,42
1240,TYE,2,TC,PSME,116,2,42
1241,TYE,2,TC,PSME,117,2,42
1242,TYE,2,TC,PSME,121,2,42
1243,TYE,2,TC,PSME,114,2,41
1244,TYE,2,TC,PSME,144,2,38
1245,TYE,2,TC,PSME,172,2,37
1246,TYE,2,TC,PSME,180,2,37
1247,TYE,2,TC,PSME,183,2,37
1248,TYE,2,TC,PSME,88,2,38
1249,TYE,2,TC,PSME,102,2,38
1250,TYE,2,TC,PSME,103,2,38
1251,TYE,2,TC,PSME,122,2,38
1252,TYE,2,TC,PSME,127,2,38
1253,TYE,2,TC,PSME,127,2,38
1254,TYE,2,TC,PSME,130,2,38
1255,TYE,2,TC,PSME,135,2,38
1256,TYE,2,TC,PSME,139,2,38
1257,TYE,2,TC,PSME,141,2,38
1258,TYE,2,TC,PSME,113,2,40
1259,TYE,2,TC,PSME,123,2,39
1260,TYE,2,TC,PSME,122,2,32
1261,TYE,2,TC,PSME,203,2,39
1262,TYE,2,TC,PSME,160,2,39
1263,TYE,2,TC,PSME,142,2,39
1264,TYE,2,TC,PSME,141,2,39
1265,TYE,2,TC,PSME,141,2,38
1266,TYE,2,TC,THPL,124,2,39
1267,TYE,2,TC,PSME,141,2,38
1268,TYE,2,TC,PSME,114,2,39
1269,TYE,2,TC,PSME,104,2,39
1270,TYE,2,TC,PSME,219,2,38
1271,TYE,2,TC,PSME,165,2,38
1272,TYE,2,TC,PSME,149,1,38
1273,TYE,2,TC,PSME,96,2,40
1274,TYE,2,TC,PSME,137,2,39
1275,TYE,2,TC,PSME,141,2,21
1276,TYE,2,TC,PSME,70,6,18
1277,TYE,2,TC,PSME,99,4,18
1278,TYE,2,TC,PSME,102,7,18
1279,TYE,2,TC,PSME,137,7,18
1280,TYE,2,TC,PSME,142,6,18
1281,TYE,2,TC,PSME,155,2,18
1282,TYE,2,TC,PSME,79,2,19
1283,TYE,2,TC,PSME,105,2,19
1284,TYE,2,TC,PSME,132,2,19
1285,TYE,2,TC,PSME,85,2,20
1286,TYE,2,TC,PSME,97,3,20
1287,TYE,2,TC,PSME,97,2,20
1288,TYE,2,TC,PSME,201,6,23
1289,TYE,2,TC,PSME,109,2,21
1290,TYE,2,TC,PSME,107,2,17
1291,TYE,2,TC,PSME,82,2,22
1292,TYE,2,TC,PSME,97,2,22
1293,TYE,2,TC,PSME,102,2,22
1294,TYE,2,TC,PSME,106,2,22
1295,TYE,2,TC,THPL,114,2,22
1296,TYE,2,TC,PSME,125,2,22
1297,TYE,2,TC,PSME,137,2,22
1298,TYE,2,TC,THPL,89,2,23
1299,TYE,2,TC,PSME,91,2,23
1300,TYE,2,TC,PSME,94,2,23
1301,TYE,2,TC,PSME,99,2,23
1302,TYE,2,TC,PSME,108,5,23
1303,TYE,2,TC,PSME,136,2,32
1304,TYE,2,TC,PSME,99,2,20
1305,TYE,2,TC,PSME,180,6,13
1306,TYE,2,TC,PSME,81,6,7
1307,TYE,2,TC,PSME,91,7,10
1308,TYE,2,TC,PSME,71,6,11
1309,TYE,2,TC,PSME,98,2,11
1310,TYE,2,TC,PSME,102,6,11
1311,TYE,2,TC,PSME,76,4,12
1312,TYE,2,TC,PSME,87,7,12
1313,TYE,2,TC,PSME,113,5,12
1314,TYE,2,TC,PSME,127,7,12
1315,TYE,2,TC,PSME,142,3,12
1316,TYE,2,TC,PSME,94,7,13
1317,TYE,2,TC,PSME,105,4,13
1318,TYE,2,TC,PSME,106,3,13
1319,TYE,2,TC,THPL,118,6,17
1320,TYE,2,TC,PSME,69,3,16
1321,TYE,2,TC,PSME,91,2,24
1322,TYE,2,TC,PSME,101,7,17
1323,TYE,2,TC,PSME,91,6,17
1324,TYE,2,TC,PSME,57,2,17
1325,TYE,2,TC,PSME,124,6,16
1326,TYE,2,TC,PSME,125,6,13
1327,TYE,2,TC,PSME,86,2,16
1328,TYE,2,TC,PSME,163,3,13
1329,TYE,2,TC,PSME,185,7,15
1330,TYE,2,TC,PSME,94,7,15
1331,TYE,2,TC,PSME,108,6,14
1332,TYE,2,TC,PSME,107,6,14
1333,TYE,2,TC,PSME,102,6,14
1334,TYE,2,TC,PSME,110,4,17
1335,TYE,2,TC,PSME,116,4,16
1336,TYE,2,TC,PSME,132,6,30
1337,TYE,2,TC,PSME,146,2,28
1338,TYE,2,TC,PSME,94,2,29
1339,TYE,2,TC,PSME,94,2,29
1340,TYE,2,TC,PSME,114,2,29
1341,TYE,2,TC,PSME,122,2,29
1342,TYE,2,TC,PSME,127,2,29
1343,TYE,2,TC,PSME,130,2,29
1344,TYE,2,TC,PSME,159,2,29
1345,TYE,2,TC,PSME,196,2,29
1346,TYE,2,TC,PSME,104,2,30
1347,TYE,2,TC,THPL,111,2,30
1348,TYE,2,TC,PSME,121,2,30
1349,TYE,2,TC,PSME,140,2,23
1350,TYE,2,TC,PSME,130,2,30
1351,TYE,2,TC,PSME,107,2,28
1352,TYE,2,TC,PSME,145,2,30
1353,TYE,2,TC,PSME,180,2,30
1354,TYE,2,TC,PSME,197,2,30
1355,TYE,2,TC,PSME,83,2,31
1356,TYE,2,TC,PSME,110,2,31
1357,TYE,2,TC,PSME,114,2,31
1358,TYE,2,TC,PSME,120,2,31
1359,TYE,2,TC,PSME,122,2,31
1360,TYE,2,TC,PSME,124,2,31
1361,TYE,2,TC,PSME,132,2,31
1362,TYE,2,TC,PSME,193,2,31
1363,TYE,2,TC,PSME,90,2,32
1364,TYE,2,TC,PSME,106,2,32
1365,TYE,2,TC,PSME,127,2,30
1366,TYE,2,TC,PSME,109,2,26
1367,TYE,2,TC,PSME,94,6,24
1368,TYE,2,TC,PSME,94,2,24
1369,TYE,2,TC,PSME,104,2,24
1370,TYE,2,TC,PSME,109,2,24
1371,TYE,2,TC,PSME,110,6,24
1372,TYE,2,TC,PSME,112,4,24
1373,TYE,2,TC,PSME,84,2,25
1374,TYE,2,TC,PSME,99,2,25
1375,TYE,2,TC,PSME,114,2,25
1376,TYE,2,TC,PSME,134,2,25
1377,TYE,2,TC,PSME,141,2,25
1378,TYE,2,TC,PSME,148,2,25
1379,TYE,2,TC,PSME,150,2,25
1380,TYE,2,TC,PSME,142,2,28
1381,TYE,2,TC,PSME,100,2,27
1382,TYE,2,TC,PSME,127,2,40
1383,TYE,2,TC,PSME,95,2,28
1384,TYE,2,TC,PSME,138,2,27
1385,TYE,2,TC,PSME,119,2,27
1386,TYE,2,TC,PSME,115,2,27
1387,TYE,2,TC,PSME,98,6,26
1388,TYE,2,TC,PSME,108,2,27
1389,TYE,2,TC,PSME,108,2,26
1390,TYE,2,TC,PSME,81,2,27
1391,TYE,2,TC,PSME,59,6,27
1392,TYE,2,TC,PSME,124,2,26
1393,TYE,2,TC,PSME,115,2,26
1394,TYE,2,TC,PSME,110,2,26
1395,TYE,2,TC,PSME,127,2,28
1396,TYE,2,TC,PSME,114,2,27
1397,TYE,2,TC,PSME,84,2,51
1398,TYE,2,TC,PSME,177,2,49
1399,TYE,2,TC,PSME,180,2,49
1400,TYE,2,TC,PSME,182,2,49
1401,TYE,2,TC,PSME,125,1,50
1402,TYE,2,TC,PSME,135,2,50
1403,TYE,2,TC,PSME,140,2,50
1404,TYE,2,TC,PSME,146,2,50
1405,TYE,2,TC,PSME,150,2,50
1406,TYE,2,TC,PSME,157,2,50
1407,TYE,2,TC,PSME,161,2,50
1408,TYE,2,TC,PSME,170,2,50
1409,TYE,2,TC,PSME,183,2,47
1410,TYE,2,TC,PSME,172,2,50
1411,TYE,2,TC,PSME,156,2,49
1412,TYE,2,TC,PSME,107,1,51
1413,TYE,2,TC,PSME,150,2,51
1414,TYE,2,TC,PSME,153,2,51
1415,TYE,2,TC,PSME,161,2,51
1416,TYE,2,TC,PSME,161,2,51
1417,TYE,2,TC,PSME,170,2,51
1418,TYE,2,TC,PSME,180,2,51
1419,TYE,2,TC,PSME,132,2,52
1420,TYE,2,TC,PSME,152,2,52
1421,TYE,2,TC,PSME,171,2,52
1422,TYE,2,TC,PSME,200,2,52
1423,TYE,2,TC,PSME,213,2,52
1424,TYE,2,TC,PSME,171,2,50
1425,TYE,2,TC,PSME,185,2,48
1426,TYE,2,TC,PSME,189,2,47
1427,TYE,2,TC,PSME,193,2,47
1428,TYE,2,TC,PSME,129,2,48
1429,TYE,2,TC,PSME,130,2,48
1430,TYE,2,TC,PSME,132,2,48
1431,TYE,2,TC,PSME,142,2,48
1432,TYE,2,TC,PSME,144,2,48
1433,TYE,2,TC,PSME,149,2,48
1434,TYE,2,TC,PSME,152,2,48
1435,TYE,2,TC,PSME,159,2,48
1436,TYE,2,TC,PSME,168,2,48
1437,TYE,2,TC,PSME,170,2,48
1438,TYE,2,TC,PSME,159,2,49
1439,TYE,2,TC,PSME,181,2,48
1440,TYE,2,TC,PSME,122,2,40
1441,TYE,2,TC,PSME,190,2,48
1442,TYE,2,TC,PSME,190,2,48
1443,TYE,2,TC,PSME,89,2,49
1444,TYE,2,TC,PSME,104,2,49
1445,TYE,2,TC,PSME,108,2,49
1446,TYE,2,TC,PSME,135,2,49
1447,TYE,2,TC,PSME,137,2,49
1448,TYE,2,TC,PSME,142,2,49
1449,TYE,2,TC,PSME,150,2,49
1450,TYE,2,TC,PSME,152,2,49
1451,TYE,2,TC,PSME,133,2,42
1452,TYE,2,TC,PSME,142,2,53
1453,TYE,2,TC,PSME,178,2,48
1454,TYE,2,TC,PSME,196,2,61
1455,TYE,2,TC,PSME,122,2,53
1456,TYE,2,TC,PSME,165,2,57
1457,TYE,2,TC,PSME,190,2,57
1458,TYE,2,TC,PSME,229,2,57
1459,TYE,2,TC,PSME,147,2,58
1460,TYE,2,TC,PSME,172,2,58
1461,TYE,2,TC,PSME,185,2,59
1462,TYE,2,TC,PSME,202,2,59
1463,TYE,2,TC,PSME,127,2,60
1464,TYE,2,TC,PSME,183,2,60
1465,TYE,2,TC,PSME,191,2,60
1466,TYE,2,TC,PSME,152,2,61
1467,TYE,2,TC,PSME,130,2,57
1468,TYE,2,TC,PSME,175,2,61
1469,TYE,2,TC,PSME,190,2,56
1470,TYE,2,TC,PSME,203,2,61
1471,TYE,2,TC,PSME,140,2,62
1472,TYE,2,TC,PSME,224,2,62
1473,TYE,2,TC,PSME,122,2,63
1474,TYE,2,TC,PSME,243,2,64
1475,TYE,2,TC,PSME,147,2,65
1476,TYE,2,TC,PSME,188,2,65
1477,TYE,2,TC,PSME,170,2,66
1478,TYE,2,TC,PSME,209,2,66
1479,TYE,2,TC,PSME,160,2,67
1480,TYE,2,TC,PSME,246,2,67
1481,TYE,2,TC,PSME,177,2,69
1482,TYE,2,TC,PSME,160,2,61
1483,TYE,2,TC,PSME,168,2,54
1484,TYE,2,TC,PSME,152,2,49
1485,TYE,2,TC,PSME,147,2,53
1486,TYE,2,TC,PSME,149,2,53
1487,TYE,2,TC,PSME,161,2,53
1488,TYE,2,TC,PSME,168,2,53
1489,TYE,2,TC,PSME,173,2,53
1490,TYE,2,TC,PSME,180,2,53
1491,TYE,2,TC,PSME,197,2,53
1492,TYE,2,TC,PSME,199,2,53
1493,TYE,2,TC,PSME,91,2,54
1494,TYE,2,TC,PSME,130,2,54
1495,TYE,2,TC,PSME,134,2,54
1496,TYE,2,TC,PSME,155,2,57
1497,TYE,2,TC,PSME,158,2,54
1498,TYE,2,TC,PSME,138,2,53
1499,TYE,2,TC,PSME,170,2,54
1500,TYE,2,TC,PSME,135,2,55
1501,TYE,2,TC,PSME,146,2,55
1502,TYE,2,TC,PSME,147,2,55
1503,TYE,2,TC,PSME,163,2,55
1504,TYE,2,TC,PSME,164,2,55
1505,TYE,2,TC,PSME,178,2,55
1506,TYE,2,TC,PSME,193,2,55
1507,TYE,2,TC,PSME,196,2,55
1508,TYE,2,TC,PSME,114,2,56
1509,TYE,2,TC,PSME,143,2,56
1510,TYE,2,TC,PSME,171,2,56
1511,TYE,2,TC,PSME,152,2,54
1512,TYE,2,TC,PSME,159,2,43
1513,TYE,2,TC,PSME,155,2,46
1514,TYE,2,TC,PSME,160,2,46
1515,TYE,2,TC,PSME,175,2,46
1516,TYE,2,TC,PSME,185,2,46
1517,TYE,2,TC,PSME,88,2,44
1518,TYE,2,TC,PSME,120,2,47
1519,TYE,2,TC,PSME,160,2,43
1520,TYE,2,TC,PSME,141,2,45
1521,TYE,2,TC,THPL,157,2,43
1522,TYE,2,TC,PSME,135,2,44
1523,TYE,2,TC,PSME,142,2,43
1524,TYE,2,TC,PSME,148,2,46
1525,TYE,2,TC,PSME,137,2,45
1526,TYE,2,TC,PSME,142,2,43
1527,TYE,2,TC,PSME,153,2,44
1528,TYE,2,TC,PSME,135,2,46
1529,TYE,2,TC,PSME,135,2,44
1530,TYE,2,TC,THPL,244,2,45
1531,TYE,2,TC,PSME,106,2,46
1532,TYE,2,TC,PSME,127,2,44
1533,TYE,2,TC,PSME,117,2,46
1534,TYE,2,TC,PSME,137,2,44
1535,TYE,2,TC,PSME,152,2,46
1536,TYE,2,TC,PSME,180,2,45
1537,TYE,2,TC,PSME,140,2,45
1538,TYE,2,TC,PSME,164,2,45
1539,TYE,2,TC,PSME,137,2,44
1540,TYE,2,TC,PSME,144,2,44
1541,TYE,2,TC,PSME,113,2,44
1542,TYE,2,TC,PSME,147,2,44
1543,TYE,2,TC,PSME,118,2,47
1544,TYE,2,TC,PSME,134,2,46
1545,TYE,2,TC,PSME,135,2,42
1546,TYE,2,TC,PSME,109,2,45
1547,TYE,2,TC,PSME,120,2,47
1548,TYE,2,TC,PSME,154,2,47
1549,TYE,2,TC,PSME,114,2,47
1550,TYE,2,TC,PSME,163,2,42
1551,TYE,2,TC,PSME,157,2,42
1552,TYE,2,TC,PSME,154,2,47
1553,TYE,2,TC,PSME,188,2,44
1554,TYE,2,TC,PSME,173,2,47
1555,TYE,2,TC,PSME,106,2,45
1556,TYE,2,TC,PSME,52,2,45
1557,TYE,2,TC,PSME,160,2,47
1558,TYE,2,TC,PSME,160,2,47
1559,TYE,2,TC,PSME,170,2,47
1560,TYE,2,TC,PSME,170,2,47
1561,TYE,2,TC,PSME,141,2,42
1562,TYE,2,TC,PSME,164,2,42
1563,TYE,2,TC,PSME,159,2,44
1564,TYE,2,TC,PSME,160,2,44
1565,TYE,2,TC,PSME,167,2,42
1566,TYE,2,TC,PSME,132,2,47
1567,TYE,2,TC,PSME,182,2,44
1568,TYE,2,TC,PSME,133,2,47
1569,TYE,2,TC,PSME,153,2,47
1570,TYE,2,TC,PSME,150,2,47
1571,TYE,2,TC,PSME,187,2,44
1572,TYE,2,TC,THPL,150,2,47
1573,TYE,2,TC,PSME,164,2,42
1574,TYE,2,SC,PSME,198,2,54
1575,TYE,2,SC,ARME,72,1,23
1576,TYE,2,SC,PSME,75,6,23
1577,TYE,2,SC,PSME,201,2,53
1578,TYE,2,SC,PSME,61,2,25
1579,TYE,2,SC,PSME,130,2,40
1580,TYE,2,SC,PSME,103,2,40
1581,TYE,2,SC,PSME,274,2,54
1582,TYE,2,SC,PSME,107,4,24
1583,TYE,2,SC,PSME,165,7,23
1584,TYE,2,SC,PSME,154,1,55
1585,TYE,2,SC,PSME,107,1,54
1586,TYE,2,SC,PSME,79,2,25
1587,TYE,2,SC,PSME,167,7,13
1588,TYE,2,SC,ARME,67,2,20
1589,TYE,2,SC,PSME,139,2,61
1590,TYE,2,SC,THPL,89,6,17
1591,TYE,2,SC,THPL,138,2,43
1592,TYE,2,SC,PSME,124,1,43
1593,TYE,2,SC,PSME,156,1,62
1594,TYE,2,SC,THPL,147,6,18
1595,TYE,2,SC,PSME,188,2,63
1596,TYE,2,SC,PSME,188,2,40
1597,TYE,2,SC,PSME,239,2,63
1598,TYE,2,SC,PSME,144,2,42
1599,TYE,2,SC,PSME,124,2,42
1600,TYE,2,SC,PSME,127,2,42
1601,TYE,2,SC,PSME,137,2,70
1602,TYE,2,SC,PSME,95,7,9
1603,TYE,2,SC,PSME,193,1,62
1604,TYE,2,SC,THPL,168,1,40
1605,TYE,2,SC,THPL,130,2,44
1606,TYE,2,SC,PSME,152,2,40
1607,TYE,2,SC,PSME,130,7,21
1608,TYE,2,SC,CADE,197,2,56
1609,TYE,2,SC,ARME,82,1,21
1610,TYE,2,SC,PSME,109,7,20
1611,TYE,2,SC,PSME,238,2,43
1612,TYE,2,SC,PSME,121,2,44
1613,TYE,2,SC,PSME,145,2,40
1614,TYE,2,SC,PSME,160,1,57
1615,TYE,2,SC,PSME,252,1,44
1616,TYE,2,SC,PSME,112,2,44
1617,TYE,2,SC,PSME,108,1,39
1618,TYE,2,SC,PSME,106,4,19
1619,TYE,2,SC,PSME,105,7,19
1620,TYE,2,SC,PSME,107,2,20
1621,TYE,2,SC,PSME,142,2,46
1622,TYE,2,SC,PSME,138,3,38
1623,TYE,2,SC,PSME,156,2,47
1624,TYE,2,SC,PSME,63,1,50
1625,TYE,2,SC,PSME,188,2,34
1626,TYE,2,SC,PSME,166,2,36
1627,TYE,2,SC,THPL,101,1,30
1628,TYE,2,SC,TSHE,98,2,51
1629,TYE,2,SC,PSME,182,2,50
1630,TYE,2,SC,PSME,143,2,30
1631,TYE,2,SC,PSME,163,2,30
1632,TYE,2,SC,PSME,107,2,38
1633,TYE,2,SC,PSME,50,2,31
1634,TYE,2,SC,PSME,183,2,29
1635,TYE,2,SC,PSME,140,2,46
1636,TYE,2,SC,PSME,140,2,48
1637,TYE,2,SC,PSME,155,2,47
1638,TYE,2,SC,PSME,123,2,36
1639,TYE,2,SC,PSME,152,2,48
1640,TYE,2,SC,THPL,158,2,37
1641,TYE,2,SC,PSME,141,6,34
1642,TYE,2,SC,PSME,131,2,34
1643,TYE,2,SC,PSME,118,2,37
1644,TYE,2,SC,PSME,151,2,49
1645,TYE,2,SC,PSME,142,2,49
1646,TYE,2,SC,PSME,123,2,33
1647,TYE,2,SC,PSME,121,2,49
1648,TYE,2,SC,CADE,228,3,48
1649,TYE,2,SC,PSME,170,2,34
1650,TYE,2,SC,PSME,130,6,27
1651,TYE,2,SC,PSME,130,1,39
1652,TYE,2,SC,CADE,157,1,49
1653,TYE,2,SC,PSME,123,2,26
1654,TYE,2,SC,PSME,74,2,27
1655,TYE,2,SC,TSHE,83,2,39
1656,TYE,2,SC,PSME,194,2,47
1657,TYE,2,SC,PSME,145,2,53
1658,TYE,2,SC,PSME,136,2,45
1659,TYE,2,SC,THPL,94,1,53
1660,TYE,2,SC,PSME,77,1,28
1661,TYE,2,SC,PSME,154,2,38
1662,TYE,2,SC,PSME,130,1,52
1663,TYE,2,SC,PSME,147,2,29
1664,TYE,2,SC,THPL,140,2,38
1665,TYE,2,SC,PSME,201,2,51
1666,TYE,2,SC,PSME,147,2,38
1667,TYE,2,SC,PSME,147,2,45
1668,TYE,2,SC,ACMA,85,1,29
1669,TYE,2,SC,PSME,145,2,52
1670,TYE,2,SC,PSME,107,2,35
1671,TYE,2,PL,PSME,180,2,48
1672,TYE,2,PL,PSME,167,1,42
1673,TYE,2,PL,PSME,130,1,66
1674,TYE,2,PL,PSME,127,1,62
1675,TYE,2,PL,PSME,133,1,75
1676,TYE,2,PL,PSME,193,1,41
1677,TYE,2,PL,PSME,152,1,71
1678,TYE,2,PL,PSME,43,2,12
1679,TYE,2,PL,PSME,127,1,47
1680,TYE,2,PL,PSME,131,1,42
1681,TYE,2,PL,PSME,31,1,11
1682,TYE,2,PL,PSME,152,1,70
1683,TYE,2,PL,PSME,159,1,34
1684,TYE,2,PL,PSME,166,1,48
1685,TYE,2,PL,PSME,180,1,74
1686,TYE,2,PL,PSME,93,1,35
1687,TYE,2,PL,PSME,104,1,15
1688,TYE,2,PL,PSME,104,1,38
1689,TYE,2,PL,PSME,65,1,54
1690,TYE,2,PL,PSME,141,1,54
1691,TYE,2,PL,PSME,79,1,39
1692,TYE,2,PL,PSME,122,1,53
1693,TYE,2,PL,PSME,173,1,54
1694,TYE,2,PL,CADE,51,1,24
1695,TYE,2,PL,PSME,178,1,79
1696,TYE,2,PL,PSME,124,2,29
1697,TYE,2,PL,PSME,183,2,45
1698,TYE,2,PL,PSME,29,2,56
1699,TYE,2,PL,PSME,69,2,30
1700,TYE,2,PL,CADE,100,2,30
1701,TYE,2,PL,PSME,83,1,38
1702,TYE,2,PL,PSME,121,1,38
1703,TYE,2,PL,PSME,98,2,34
1704,TYE,2,PL,PSME,140,1,50
1705,TYE,2,PL,PSME,101,2,26
1706,TYE,2,PL,PSME,97,1,38
1707,TYE,2,PL,PSME,109,1,45
1708,TYE,2,PL,PSME,107,1,58
1709,TYE,2,PL,PSME,137,1,58
1710,TYE,2,PL,PSME,138,1,37
1711,TYE,2,PL,PSME,216,1,43
1712,TYE,2,PL,PSME,107,1,47
1713,TYE,2,PL,PSME,111,1,47
1714,TYE,2,PL,PSME,117,1,61
1715,TYE,2,PL,ABGR,93,1,37
1716,TYE,2,PL,PSME,84,2,37
1717,TYE,2,PL,PSME,158,1,56
